id,sale_price,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf1,bsmt_fin_sf2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,tot_rms_abvgrd,fireplaces,garage_cars,garage_area,wood_deck_sf,open_porch_sf,neighborhood,bldg_type,house_style,roof_style,exterior_1st,foundation,heating,central_air,electrical,sale_type,sale_condition
1107,256015,6998,1,5,1916,2014,59.0,214,85,408,707,1162,42,1204,3,1,4,1,2,207.0,32.0,0.0,NridgHt,1Fam,2Story,Gable,HdBoard,BrkTil,GasA,Y,SBrkr,WD,Family
1108,229914,17786,2,3,1900,1981,42.0,297,45,413,755,517,228,745,3,3,9,2,2,919.0,362.0,6.0,BrkSide,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
1109,359175,16735,9,9,1893,1957,10.0,162,164,69,395,1012,341,1353,4,1,3,0,3,124.0,130.0,57.0,BrkSide,1Fam,2.5Unf,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,COD,Normal
1110,299838,5245,2,6,1970,1967,46.0,162,49,109,320,1922,17,1939,2,2,8,1,1,179.0,88.0,,CollgCr,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1111,266897,7473,5,1,1939,1994,1.0,11,76,247,334,1053,21,1074,5,3,9,1,1,176.0,120.0,51.0,CollgCr,1Fam,2Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Normal
1112,347583,11596,8,5,2003,1982,6.0,170,105,83,358,729,611,1340,5,3,6,1,2,276.0,123.0,15.0,Sawyer,1Fam,2Story,Hip,VinylSd,BrkTil,GasA,Y,SBrkr,WD,AdjLand
1113,249121,11493,3,7,1902,1954,18.0,335,62,351,748,784,182,966,5,3,3,1,2,307.0,144.0,36.0,CollgCr,Twnhs,1.5Fin,Hip,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
1114,319039,7297,6,4,1990,1985,,164,37,265,466,1003,186,1189,1,2,8,0,2,99.0,,184.0,NAmes,2fmCon,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
1115,365806,16227,4,8,2003,1972,6.0,617,15,292,924,892,867,1759,5,1,6,0,2,552.0,53.0,37.0,NAmes,1Fam,1.5Fin,Gable,MetalSd,PConc,GasA,Y,,New,Normal
1116,323771,15149,7,10,1909,1989,6.0,121,96,57,274,1126,115,1241,5,2,5,1,2,240.0,34.0,23.0,NAmes,1Fam,2Story,Gable,VinylSd,PConc,GasA,Y,FuseP,New,Normal
1117,448263,12123,10,5,1994,1954,64.0,42,32,291,365,1387,681,2068,5,1,6,1,2,2.0,7.0,24.0,Gilbert,1Fam,1Story,Gable,VinylSd,CBlock,GasA,N,SBrkr,WD,Normal
1118,377257,9155,3,9,1969,1983,42.0,500,48,20,568,1331,1097,2428,3,1,8,1,4,313.0,53.0,170.0,Somerst,1Fam,1Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,ConLI,Alloca
1119,290125,22569,6,9,1917,1973,38.0,336,4,853,1193,634,83,717,4,1,7,1,2,559.0,95.0,63.0,NridgHt,1Fam,1Story,Hip,MetalSd,BrkTil,GasA,Y,SBrkr,ConLI,Normal
1120,340833,30567,10,9,1962,1966,30.0,83,34,168,285,902,216,1118,6,1,4,1,2,100.0,19.0,58.0,OldTown,2fmCon,2Story,Gable,HdBoard,BrkTil,GasA,Y,SBrkr,ConLI,Normal
1121,394964,10490,9,1,1906,1971,187.0,230,59,776,1065,1040,229,1269,2,1,4,0,3,13.0,36.0,13.0,Somerst,1Fam,1Story,Gable,MetalSd,PConc,GasA,N,,WD,Normal
1122,466320,9837,10,2,1983,1964,2.0,154,43,483,680,1415,603,2018,4,2,5,0,2,576.0,101.0,40.0,CollgCr,Twnhs,1.5Fin,Gable,VinylSd,PConc,GasA,Y,,WD,Abnorml
1123,301687,17078,1,3,1995,1964,9.0,838,29,581,1448,999,108,1107,5,3,8,0,2,1309.0,86.0,22.0,NWAmes,1Fam,1Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Normal
1124,253851,11169,3,4,1894,1974,52.0,280,12,151,443,731,479,1210,2,2,3,0,2,27.0,203.0,13.0,NWAmes,1Fam,1Story,Gable,BrkFace,BrkTil,GasA,Y,FuseA,WD,Normal
1125,335976,12460,2,10,1882,2002,7.0,51,18,103,172,1023,1062,2085,2,3,9,0,2,973.0,156.0,112.0,Edwards,1Fam,2.5Fin,Hip,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1126,438335,19337,8,9,1889,1970,44.0,209,60,208,477,1549,550,2099,4,3,10,0,3,155.0,337.0,24.0,CollgCr,Duplex,1Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
1127,375295,5142,7,10,1999,2015,41.0,595,12,9,616,832,719,1551,4,3,9,1,1,993.0,90.0,16.0,BrkSide,1Fam,2Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,AdjLand
1128,287255,25826,2,6,2007,1981,177.0,333,48,1004,1385,727,369,1096,4,2,5,0,3,366.0,119.0,134.0,Sawyer,1Fam,1Story,Hip,CemntBd,PConc,GasA,Y,SBrkr,WD,Abnorml
1129,384937,13854,6,1,1890,1970,107.0,554,44,195,793,889,702,1591,6,1,8,0,2,773.0,196.0,10.0,Edwards,1Fam,1Story,Gable,CemntBd,PConc,GasA,Y,SBrkr,WD,Normal
1130,281824,10875,3,9,2012,2017,145.0,86,176,1788,2050,738,54,792,4,1,6,1,3,539.0,183.0,68.0,Somerst,1Fam,1Story,Shed,BrkFace,CBlock,GasW,N,SBrkr,WD,Normal
1131,365315,12776,8,6,1948,1993,6.0,657,3,573,1233,1150,373,1523,6,3,7,2,0,,126.0,,Edwards,1Fam,1.5Fin,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,Oth,Normal
1132,330708,13111,10,4,1943,2015,101.0,422,5,33,460,740,394,1134,1,1,5,0,3,23.0,69.0,126.0,CollgCr,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,FuseA,WD,Normal
1133,280968,5621,3,4,1893,1963,6.0,391,35,431,857,1323,173,1496,3,1,7,1,1,261.0,31.0,89.0,Gilbert,1Fam,2Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
1134,354543,28211,10,3,1929,1964,50.0,127,37,126,290,1041,24,1065,6,2,8,2,2,48.0,209.0,61.0,NAmes,1Fam,2Story,Mansard,Wd Sdng,BrkTil,GasA,Y,SBrkr,WD,Normal
1135,374387,13638,9,7,1951,1969,63.0,655,2,111,768,1106,292,1398,3,1,10,2,2,216.0,149.0,18.0,Sawyer,1Fam,1Story,Hip,Wd Sdng,Wood,GasW,Y,SBrkr,WD,Normal
1136,270145,16672,1,3,1948,1983,8.0,304,87,118,509,1104,15,1119,5,1,8,0,2,1082.0,181.0,34.0,NAmes,1Fam,1.5Fin,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Alloca
1137,345207,21499,5,2,2014,1985,50.0,572,34,991,1597,1159,144,1303,1,2,11,2,2,122.0,15.0,144.0,Somerst,1Fam,1Story,Gable,HdBoard,BrkTil,GasA,Y,SBrkr,WD,Normal
1138,244879,8017,3,10,2006,1958,2.0,134,21,277,432,818,150,968,2,1,6,1,1,234.0,37.0,1.0,NWAmes,1Fam,2.5Unf,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Partial
1139,410582,16928,6,8,1895,1979,17.0,47,19,442,508,669,2049,2718,4,3,4,2,2,169.0,55.0,79.0,NAmes,1Fam,1.5Fin,Gable,MetalSd,Wood,GasA,Y,SBrkr,WD,Family
1140,352301,11686,10,4,1957,2012,127.0,121,98,131,350,778,106,884,5,2,11,1,2,347.0,182.0,14.0,BrkSide,1Fam,1Story,Gable,Wd Sdng,Wood,GasA,Y,,WD,Normal
1141,245585,20401,2,8,1980,1984,9.0,182,10,296,488,1185,515,1700,2,1,5,2,2,75.0,,10.0,NridgHt,1Fam,1Story,Gable,BrkFace,BrkTil,GasA,N,SBrkr,WD,Normal
1142,310024,4611,9,1,1935,1962,3.0,228,8,172,408,528,16,544,3,1,9,0,2,105.0,33.0,13.0,NridgHt,1Fam,1Story,Gable,Wd Sdng,PConc,GasA,Y,,COD,Normal
1143,252222,12713,6,5,1984,1995,29.0,214,11,154,379,492,226,718,2,2,6,2,1,685.0,115.0,3.0,Somerst,1Fam,2Story,Hip,CemntBd,CBlock,GasA,Y,SBrkr,WD,Normal
1144,317267,9883,7,9,2011,2005,,236,49,113,398,960,230,1190,4,3,3,3,2,583.0,8.0,241.0,Edwards,2fmCon,2Story,Gable,CemntBd,PConc,GasA,Y,SBrkr,ConLD,Normal
1145,328789,16582,5,1,1927,1958,3.0,552,83,210,845,1156,297,1453,4,2,10,0,2,544.0,52.0,101.0,NWAmes,1Fam,SLvl,Hip,MetalSd,CBlock,GasA,N,SBrkr,WD,Normal
1146,384285,16899,9,4,1896,1985,21.0,55,20,431,506,1204,498,1702,6,3,6,1,2,515.0,66.0,36.0,Somerst,1Fam,1Story,Gable,VinylSd,PConc,Grav,Y,SBrkr,WD,Normal
1147,190617,9378,1,6,1990,1952,115.0,113,9,100,222,675,430,1105,6,2,8,1,4,215.0,145.0,62.0,NAmes,1Fam,2Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,New,Normal
1148,337402,9357,5,10,1949,1968,6.0,658,11,1346,2015,630,429,1059,3,1,9,1,2,456.0,222.0,40.0,NWAmes,1Fam,2Story,Gable,BrkFace,PConc,GasA,Y,FuseA,WD,Normal
1149,329939,12640,10,8,1959,1977,18.0,246,48,53,347,730,169,899,4,2,10,1,1,171.0,41.0,83.0,Somerst,1Fam,2Story,Gable,MetalSd,BrkTil,GasA,Y,SBrkr,WD,Partial
1150,293540,8532,6,3,1972,1972,75.0,262,14,261,537,798,390,1188,1,2,4,0,1,37.0,75.0,93.0,NWAmes,1Fam,1Story,Gable,MetalSd,CBlock,GasA,N,SBrkr,WD,Normal
1151,295344,20353,7,5,1917,1956,39.0,195,104,35,334,811,202,1013,5,3,11,1,2,,104.0,13.0,Sawyer,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
1152,224714,11107,4,7,1980,1963,89.0,238,5,9,252,931,20,951,3,2,5,0,2,60.0,39.0,30.0,BrkSide,2fmCon,1Story,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
1153,324223,3122,1,1,1941,1995,5.0,66,1,1023,1090,1368,662,2030,3,3,3,2,1,173.0,423.0,50.0,NridgHt,1Fam,1Story,Hip,VinylSd,PConc,GasA,N,SBrkr,WD,Normal
1154,361947,11076,8,7,2000,1964,126.0,237,4,665,906,881,662,1543,2,2,4,1,0,123.0,208.0,191.0,Gilbert,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
1155,440384,7948,10,8,1927,2016,136.0,1760,93,473,2326,1189,116,1305,3,1,10,3,2,319.0,35.0,57.0,NWAmes,1Fam,2Story,Gable,Wd Sdng,CBlock,GasA,Y,SBrkr,WD,Normal
1156,337326,5909,4,8,1889,1964,8.0,250,52,801,1103,1092,735,1827,5,2,8,2,2,157.0,70.0,,Edwards,1Fam,1Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,ConLD,Partial
1157,271822,7196,3,9,1915,2000,1.0,13,158,649,820,725,425,1150,1,1,3,1,1,427.0,26.0,93.0,Somerst,1Fam,1.5Fin,Gambrel,CemntBd,PConc,GasA,Y,SBrkr,WD,Normal
1158,329860,14110,7,6,1883,1957,229.0,477,20,416,913,1088,153,1241,2,3,11,0,2,251.0,72.0,,NAmes,1Fam,1Story,Flat,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
1159,296729,25960,2,6,1923,2018,32.0,151,11,751,913,1066,120,1186,5,3,9,0,4,881.0,114.0,,NridgHt,1Fam,2Story,Hip,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
1160,403997,15624,8,2,1935,2011,42.0,50,41,198,289,897,1108,2005,6,3,5,1,4,33.0,8.0,23.0,Gilbert,1Fam,2Story,Gable,VinylSd,Wood,GasA,Y,SBrkr,WD,Normal
1161,351939,9864,6,3,1921,2000,47.0,595,38,321,954,945,374,1319,3,3,9,1,3,,204.0,23.0,NridgHt,1Fam,1Story,Gable,MetalSd,PConc,GasA,N,SBrkr,WD,Normal
1162,320093,16780,7,4,1993,2012,77.0,66,44,598,708,882,142,1024,4,2,8,0,3,390.0,90.0,75.0,NAmes,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,,WD,Normal
1163,313209,10619,5,4,1900,2017,83.0,760,21,35,816,647,308,955,6,2,5,1,2,1052.0,456.0,7.0,NridgHt,TwnhsE,1Story,Gable,BrkFace,CBlock,GasA,Y,SBrkr,WD,Normal
1164,422617,9439,9,8,1958,1965,10.0,174,0,782,956,1825,254,2079,4,2,10,2,1,162.0,2.0,18.0,NridgHt,1Fam,2Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1165,300524,7501,5,1,1948,1973,13.0,407,1,68,476,1232,223,1455,5,1,3,1,2,127.0,178.0,46.0,Sawyer,1Fam,2Story,Gable,BrkFace,PConc,GasA,Y,SBrkr,WD,Normal
1166,298522,5564,5,10,1949,1955,104.0,237,54,799,1090,1051,310,1361,1,2,7,0,2,66.0,157.0,27.0,CollgCr,1Fam,2.5Unf,Mansard,CemntBd,PConc,GasA,Y,SBrkr,WD,Normal
1167,227949,10993,3,4,1946,2006,85.0,88,37,149,274,795,231,1026,4,1,10,0,3,107.0,14.0,141.0,NAmes,TwnhsE,1Story,Gable,MetalSd,PConc,GasA,N,SBrkr,New,Normal
1168,238172,14458,1,4,1927,1980,48.0,333,86,158,577,873,319,1192,5,1,5,0,2,243.0,40.0,159.0,NAmes,Twnhs,SFoyer,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,AdjLand
1169,287278,12729,2,1,1915,1955,261.0,950,17,30,997,631,714,1345,2,2,8,1,2,,216.0,34.0,Sawyer,1Fam,2Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
1170,456189,10851,8,3,1906,1978,66.0,440,84,868,1392,1033,1500,2533,3,1,4,1,2,117.0,73.0,38.0,NridgHt,1Fam,1Story,Gable,HdBoard,PConc,GasA,Y,SBrkr,WD,Normal
1171,249421,8325,1,5,1951,2016,12.0,277,27,76,380,993,370,1363,1,3,11,1,2,60.0,51.0,64.0,NWAmes,1Fam,1Story,Gable,Wd Sdng,PConc,GasA,Y,SBrkr,WD,Normal
1172,378466,18108,7,6,1980,1952,93.0,1401,5,397,1803,843,788,1631,1,2,4,0,2,,235.0,30.0,CollgCr,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1173,315734,6914,5,9,1975,1977,26.0,92,190,413,695,905,586,1491,2,2,7,1,2,37.0,9.0,10.0,Edwards,Duplex,2Story,Hip,HdBoard,PConc,GasA,Y,FuseA,WD,Normal
1174,297167,19692,3,9,2007,1997,1.0,19,35,132,186,820,104,924,1,1,5,3,4,914.0,64.0,68.0,Sawyer,1Fam,SFoyer,Hip,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
1175,431086,8094,7,9,1905,1959,19.0,9,49,1697,1755,774,810,1584,5,2,11,0,2,721.0,105.0,66.0,Gilbert,1Fam,1Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Normal
1176,301693,9170,9,1,1945,1982,72.0,372,55,26,453,711,22,733,1,2,11,0,2,129.0,93.0,14.0,CollgCr,1Fam,1Story,Hip,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1177,243487,6416,2,9,2019,2016,161.0,531,22,374,927,661,120,781,1,1,9,1,2,99.0,30.0,89.0,BrkSide,1Fam,1Story,Hip,CemntBd,CBlock,GasA,Y,SBrkr,WD,Normal
1178,340132,10397,8,8,1901,2018,16.0,302,68,261,631,727,306,1033,1,2,7,0,2,825.0,82.0,47.0,CollgCr,2fmCon,1Story,Gable,MetalSd,CBlock,GasA,N,SBrkr,WD,Normal
1179,341332,21756,9,2,1896,1961,14.0,706,102,112,920,744,224,968,5,2,11,0,2,0.0,123.0,13.0,NridgHt,1Fam,1.5Fin,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
1180,310639,17288,3,1,1886,2006,41.0,359,24,71,454,1244,234,1478,6,2,9,0,2,321.0,87.0,52.0,NWAmes,1Fam,1Story,Hip,VinylSd,BrkTil,GasA,Y,FuseA,Con,Normal
1181,278644,21790,2,1,1986,1993,83.0,139,53,534,726,745,475,1220,3,1,4,1,2,866.0,115.0,13.0,Sawyer,1Fam,1Story,Gable,BrkFace,Wood,GasA,Y,SBrkr,WD,Normal
1182,301778,17345,7,6,1947,1962,68.0,59,70,992,1121,487,64,551,4,2,3,0,0,248.0,29.0,15.0,CollgCr,Twnhs,SLvl,Hip,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1183,372728,7693,5,9,2007,1973,41.0,775,10,45,830,979,1206,2185,6,2,6,0,2,1.0,178.0,,OldTown,1Fam,1Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
1184,270266,11323,5,7,1916,1993,49.0,32,20,86,138,1082,172,1254,1,2,10,2,2,86.0,59.0,132.0,Sawyer,Twnhs,1Story,Gable,CemntBd,CBlock,GasW,Y,SBrkr,WD,Normal
1185,517835,9044,10,5,1917,2006,13.0,234,5,1715,1954,1200,897,2097,2,3,8,1,3,894.0,436.0,14.0,Edwards,Duplex,2Story,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Abnorml
1186,273865,25985,5,2,1975,1965,28.0,113,46,6,165,943,144,1087,2,2,4,3,0,6.0,2.0,131.0,Gilbert,1Fam,2Story,Hip,HdBoard,PConc,GasA,N,SBrkr,WD,Normal
1187,234724,7343,4,1,2018,1970,14.0,94,80,283,457,637,276,913,5,1,7,0,0,175.0,47.0,13.0,CollgCr,TwnhsE,2Story,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Partial
1188,276340,20886,5,2,1880,2000,107.0,311,47,290,648,706,179,885,3,3,11,0,3,545.0,19.0,6.0,NAmes,1Fam,2Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,WD,Normal
1189,283163,20878,4,1,1921,1970,5.0,78,9,122,209,1074,338,1412,1,1,8,0,1,637.0,81.0,2.0,Gilbert,TwnhsE,1Story,Gable,MetalSd,BrkTil,GasA,Y,SBrkr,WD,Normal
1190,323678,33349,6,3,1942,2009,56.0,744,39,435,1218,1390,60,1450,5,2,8,0,0,227.0,27.0,13.0,Sawyer,1Fam,1Story,Flat,CemntBd,BrkTil,GasA,Y,SBrkr,WD,Normal
1191,264537,10885,4,6,1960,2000,15.0,156,90,1159,1405,637,153,790,4,2,9,0,1,92.0,,24.0,Somerst,1Fam,1.5Fin,Gable,VinylSd,PConc,GasA,Y,SBrkr,WD,Normal
1192,238192,19075,2,8,1887,1970,32.0,339,18,239,596,956,21,977,3,2,7,0,3,320.0,213.0,131.0,NAmes,1Fam,1Story,Hip,MetalSd,CBlock,GasA,N,SBrkr,ConLD,Normal
1193,362838,41807,9,3,1906,1955,17.0,390,89,553,1032,760,273,1033,3,3,5,1,3,107.0,23.0,,BrkSide,1Fam,2.5Fin,Gable,BrkFace,PConc,GasA,Y,,WD,Alloca
1194,267573,9810,2,10,1931,2014,19.0,344,76,415,835,701,986,1687,5,2,5,5,2,103.0,,22.0,CollgCr,1Fam,1Story,Gable,CemntBd,BrkTil,GasA,Y,SBrkr,WD,Normal
1195,341803,6201,9,9,1970,2007,15.0,701,1,256,958,907,14,921,6,1,7,0,2,576.0,208.0,66.0,OldTown,1Fam,1.5Fin,Gable,VinylSd,CBlock,GasA,Y,FuseA,WD,Normal
1196,370644,5218,10,10,1965,1955,69.0,78,13,20,111,862,323,1185,2,3,6,2,2,58.0,,17.0,CollgCr,1Fam,2Story,Gable,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1197,266470,19079,6,5,1895,2014,22.0,26,39,541,606,489,447,936,6,1,7,0,3,1.0,57.0,57.0,NWAmes,TwnhsE,1Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
1198,306240,5210,9,7,1945,1983,64.0,17,63,180,260,953,71,1024,3,1,11,1,1,143.0,24.0,28.0,BrkSide,1Fam,1Story,Gable,HdBoard,CBlock,GasA,N,,WD,Normal
1199,376146,11090,9,8,1884,2005,30.0,630,106,101,837,990,95,1085,2,1,7,1,3,236.0,55.0,10.0,CollgCr,1Fam,2Story,Hip,VinylSd,CBlock,GasA,Y,SBrkr,WD,Normal
1200,322927,16624,3,3,1961,1952,39.0,1086,51,1184,2321,1123,67,1190,3,1,6,1,1,427.0,26.0,66.0,OldTown,Duplex,2Story,Gable,HdBoard,BrkTil,GasA,Y,SBrkr,WD,Normal
1201,220343,14655,1,2,2010,1991,39.0,108,23,594,725,756,105,861,3,1,6,1,2,531.0,109.0,1.0,NWAmes,Duplex,2Story,Gable,MetalSd,PConc,GasW,Y,FuseA,WD,Normal
1202,217137,16526,1,2,1997,2011,186.0,354,10,1310,1674,557,34,591,3,2,3,1,1,381.0,69.0,17.0,OldTown,1Fam,1Story,Gable,VinylSd,CBlock,GasA,Y,,WD,Normal
1203,222416,14930,3,5,1960,1955,22.0,2,71,118,191,791,138,929,4,1,6,0,2,344.0,155.0,22.0,Sawyer,1Fam,2Story,Gable,Wd Sdng,BrkTil,GasA,Y,SBrkr,ConLD,Abnorml
1204,309315,25322,5,1,1949,1955,11.0,62,11,722,795,1109,138,1247,2,1,6,0,2,383.0,,30.0,Sawyer,1Fam,1Story,Gable,Wd Sdng,PConc,Floor,Y,SBrkr,WD,Normal
1205,287256,8298,3,2,1994,2012,121.0,350,59,374,783,877,493,1370,4,2,11,0,2,110.0,70.0,56.0,OldTown,1Fam,1Story,Gable,Wd Sdng,Slab,GasA,Y,SBrkr,WD,Normal
1206,422695,9523,9,9,1886,1969,9.0,20,9,1596,1625,1158,484,1642,2,3,6,1,2,168.0,30.0,30.0,BrkSide,2fmCon,1Story,Hip,HdBoard,PConc,GasW,Y,SBrkr,WD,Normal
1207,345448,9078,9,7,1929,1970,89.0,189,4,1169,1362,607,477,1084,4,2,9,0,2,335.0,272.0,45.0,BrkSide,1Fam,1Story,Gable,VinylSd,Wood,GasA,Y,SBrkr,WD,Normal
1208,333376,20233,3,6,1990,1951,8.0,325,14,1444,1783,1145,251,1396,4,3,3,0,3,23.0,73.0,45.0,OldTown,1Fam,SLvl,Gable,Wd Sdng,BrkTil,GasA,Y,,ConLI,Alloca
1209,280373,20956,3,9,1926,2005,53.0,435,16,1212,1663,967,118,1085,4,1,9,1,2,122.0,19.0,23.0,Sawyer,1Fam,1Story,Gable,BrkFace,BrkTil,GasW,Y,FuseP,WD,Normal
1210,271432,16740,5,7,1991,1959,,181,52,3,236,807,158,965,5,2,4,0,2,182.0,31.0,135.0,OldTown,1Fam,1Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Abnorml
1211,281809,24142,2,5,1922,2019,,298,8,540,846,1237,114,1351,4,3,10,3,1,266.0,8.0,156.0,Edwards,1Fam,2Story,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
1212,305013,7412,6,9,1970,1972,,232,133,126,491,964,261,1225,6,3,3,0,2,,2.0,,Somerst,1Fam,1Story,Hip,HdBoard,PConc,Wall,Y,SBrkr,WD,Normal
1213,361997,30748,7,6,1908,1979,19.0,16,40,488,544,668,834,1502,6,2,5,3,2,443.0,74.0,3.0,NridgHt,1Fam,1.5Fin,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
1214,411292,28613,9,6,2007,1986,7.0,407,33,1577,2017,1205,100,1305,3,2,10,1,2,224.0,41.0,33.0,NAmes,1Fam,1Story,Gable,VinylSd,PConc,GasA,Y,FuseF,WD,Normal
1215,303647,19299,6,4,2012,2004,,56,28,16,100,835,184,1019,1,2,10,1,2,820.0,331.0,10.0,Sawyer,1Fam,SFoyer,Gable,BrkFace,CBlock,GasA,Y,SBrkr,WD,Normal
1216,261356,32561,3,1,1975,1998,61.0,9,41,334,384,907,319,1226,4,2,7,0,2,167.0,18.0,33.0,OldTown,1Fam,1Story,Gable,MetalSd,BrkTil,GasA,Y,SBrkr,WD,Normal
1217,298161,5835,5,5,1996,1983,24.0,179,1,531,711,692,558,1250,1,2,7,1,2,260.0,157.0,10.0,NridgHt,TwnhsE,1Story,Gable,BrkFace,CBlock,GasA,Y,,WD,Alloca
1218,251213,10278,4,9,1949,1993,14.0,602,230,116,948,884,87,971,1,1,10,2,2,1.0,37.0,60.0,BrkSide,1Fam,2Story,Gable,VinylSd,BrkTil,GasA,Y,SBrkr,WD,Normal
1219,250367,9249,5,8,2009,1971,43.0,49,40,102,191,675,98,773,3,1,7,0,3,130.0,25.0,4.0,OldTown,1Fam,2Story,Gable,MetalSd,CBlock,GasA,Y,SBrkr,COD,AdjLand
1220,368913,19163,8,8,1949,1980,27.0,3,1,24,28,852,649,1501,1,2,11,2,2,704.0,349.0,153.0,NWAmes,1Fam,2Story,Gable,BrkFace,CBlock,GasA,Y,SBrkr,WD,Normal
1221,307069,7902,8,5,1989,1956,,34,44,39,117,906,25,931,1,2,3,1,2,,162.0,10.0,BrkSide,1Fam,1Story,Hip,VinylSd,CBlock,GasA,Y,FuseA,WD,Abnorml
1222,342144,19511,6,9,2011,1970,8.0,135,28,427,590,1076,279,1355,6,1,7,0,3,102.0,99.0,54.0,Somerst,1Fam,1Story,Gable,BrkFace,BrkTil,GasA,Y,SBrkr,WD,Partial
1223,237826,26509,1,3,1935,1965,61.0,260,1,281,542,588,590,1178,1,3,5,1,3,274.0,119.0,124.0,OldTown,1Fam,2Story,Gable,VinylSd,PConc,GasA,N,SBrkr,WD,Normal
1224,378466,18912,8,3,1968,1969,183.0,64,129,12,205,1213,764,1977,2,1,5,0,2,28.0,475.0,14.0,OldTown,1Fam,1Story,Gable,CemntBd,PConc,GasA,Y,SBrkr,WD,Normal
1225,389232,15396,8,1,2016,1992,13.0,485,0,1398,1883,1224,3,1227,4,2,4,0,2,265.0,89.0,136.0,Edwards,1Fam,1Story,Gable,BrkFace,Slab,GasA,Y,FuseA,WD,Normal
1226,274870,8152,2,9,2010,1993,74.0,419,43,426,888,848,138,986,4,3,5,1,2,126.0,10.0,24.0,Somerst,1Fam,1.5Fin,Gable,MetalSd,PConc,GasA,Y,SBrkr,WD,Normal
1227,255075,8747,4,6,1979,1996,,357,163,289,809,933,89,1022,1,2,9,0,2,169.0,6.0,161.0,Somerst,1Fam,2Story,Gable,HdBoard,PConc,GasA,Y,SBrkr,WD,Abnorml
1228,287110,24954,2,2,2008,1968,,200,13,127,340,984,251,1235,3,3,10,1,2,548.0,109.0,177.0,Sawyer,1Fam,SFoyer,Hip,Wd Sdng,CBlock,GasA,Y,SBrkr,WD,Alloca
1229,293208,19725,4,8,1936,1997,35.0,136,14,429,579,920,300,1220,2,2,10,1,3,379.0,107.0,10.0,BrkSide,Duplex,2Story,Gable,BrkFace,BrkTil,GasA,Y,FuseF,WD,Normal
1230,553185,13101,10,9,1930,2018,15.0,141,0,181,322,1076,2519,3595,3,1,10,1,1,,137.0,88.0,Gilbert,1Fam,1Story,Gable,MetalSd,PConc,GasA,N,SBrkr,WD,Normal
1231,314320,10840,7,9,1991,1960,37.0,209,3,484,696,799,215,1014,3,2,3,1,2,301.0,11.0,10.0,Somerst,2fmCon,1Story,Gable,CemntBd,PConc,GasA,Y,SBrkr,WD,Normal
