Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Mileage,Engine,Power,Seats
Tata Innova,2008,2.28,10.46,22408,Petrol,Dealer,Automatic,First,21.5,1199,89.3,7
Renault EcoSport,2019,7.18,22.63,92746,Diesel,Individual,Manual,Second,25.0,1498,75.2,4
Volkswagen City,2020,2.99,14.81,145931,Petrol,Individual,Manual,Fourth & Above,21.7,1396,139.7,6
Honda Kwid,2017,6.35,12.11,9837,Petrol,Individual,Automatic,First,13.4,2184,90.2,5
Maruti City,2011,4.42,16.3,12472,Diesel,Dealer,Manual,First,19.1,2184,130.1,6
Maruti i20,2013,5.29,19.02,11531,Diesel,Dealer,Automatic,First,24.1,1197,177.0,4
Maruti Innova,2006,1.01,7.06,95380,Petrol,Dealer,Manual,Second,22.2,1197,156.4,5
Hyundai City,2018,2.94,4.53,30015,Diesel,Individual,Manual,First,12.4,2179,99.1,5
Hyundai Polo,2013,0.5,3.49,106544,Petrol,Individual,Manual,First,21.0,2179,61.0,6
Honda City,2020,6.96,22.68,139285,Petrol,Dealer,Automatic,First,20.1,998,95.1,5
Toyota Nexon,2008,4.83,20.35,42210,Petrol,Individual,Automatic,First,14.3,1199,166.5,5
Toyota i20,2019,6.36,20.01,148185,CNG,Dealer,Automatic,First,13.7,2993,113.0,5
Volkswagen Magnite,2012,1.15,7.81,68948,Petrol,Individual,Manual,First,24.7,1997,80.1,4
Maruti Magnite,2019,6.19,15.42,40587,Petrol,Individual,Manual,Second,13.9,1197,192.1,5
Honda i20,2008,0.86,17.35,149666,Petrol,Dealer,Automatic,Fourth & Above,13.9,1199,99.6,5
Maruti Magnite,2013,1.99,23.97,119135,Diesel,Individual,Manual,Second,13.1,1598,191.3,8
Maruti Polo,2005,3.08,22.92,85195,Petrol,Individual,Manual,Second,14.8,1498,148.5,6
Maruti i20,2014,3.24,7.76,29992,Diesel,Individual,Manual,First,27.6,2993,89.0,5
Maruti Magnite,2020,9.51,16.5,31606,Petrol,Individual,Manual,First,19.4,2184,198.3,4
Maruti Magnite,2015,1.14,5.88,64829,Petrol,Individual,Manual,First,18.6,1199,195.8,5
Maruti Kwid,2017,9.12,19.19,16718,Diesel,Individual,Manual,First,24.9,1997,65.8,6
Renault City,2020,5.2,14.66,94547,Petrol,Individual,Manual,Second,22.7,1197,78.8,5
Hyundai i20,2010,3.57,20.27,66338,Petrol,Dealer,Automatic,First,26.4,1199,113.6,5
Maruti City,2013,5.99,24.79,25191,Petrol,Individual,Automatic,First,16.9,2993,181.8,5
Maruti Magnite,2011,4.26,20.14,20316,Petrol,Individual,Manual,Second,18.2,2179,95.7,5
Toyota Kwid,2013,1.71,8.6,19245,CNG,Individual,Manual,Second,25.9,2179,188.0,5
Maruti City,2014,1.26,4.9,52510,Petrol,Individual,Manual,Fourth & Above,24.6,1396,66.4,5
Honda EcoSport,2021,10.77,20.74,70152,Petrol,Individual,Automatic,First,18.7,1396,175.6,5
Maruti Kwid,2009,2.29,23.09,144787,Petrol,Dealer,Manual,Fourth & Above,25.0,1197,157.6,5
Maruti Nexon,2021,6.69,21.33,124804,Petrol,Dealer,Manual,First,26.2,799,154.9,5
Hyundai Magnite,2010,3.21,13.28,14868,Petrol,Dealer,Manual,First,19.0,2993,147.7,6
Hyundai i20,2005,1.18,10.49,93706,Petrol,Individual,Automatic,Fourth & Above,16.5,1498,71.9,6
Maruti i20,2014,2.16,21.24,99260,Petrol,Individual,Automatic,Third,19.4,2993,140.2,5
Maruti XUV300,2009,2.97,10.12,38546,Petrol,Individual,Automatic,First,17.3,1498,106.3,5
Hyundai i20,2008,0.5,4.36,114009,Diesel,Individual,Manual,First,17.8,2179,89.8,5
Honda Swift,2015,0.5,4.02,95367,Diesel,Dealer,Manual,First,26.1,1199,165.4,5
Renault XUV300,2012,1.44,7.34,88087,Diesel,Dealer,Manual,First,23.5,1498,143.6,5
Volkswagen Nexon,2011,1.07,10.07,109636,Petrol,Individual,Manual,First,22.1,1498,60.4,4
Hyundai Polo,2007,3.52,16.4,24449,Petrol,Dealer,Manual,Second,20.1,1197,90.2,5
Toyota Innova,2005,0.9,8.76,36293,Petrol,Individual,Automatic,Third,27.5,998,151.4,5
Hyundai Magnite,2020,13.52,17.46,5337,Petrol,Dealer,Automatic,First,16.1,2184,122.4,5
Hyundai Polo,2005,1.3,7.4,124805,Diesel,Individual,Manual,Second,16.6,2993,101.6,6
Maruti EcoSport,2020,10.24,24.4,79923,Diesel,Dealer,Automatic,Second,14.1,799,140.4,5
Hyundai Swift,2006,2.68,13.69,90263,Petrol,Individual,Automatic,First,12.5,2179,148.6,8
Hyundai i20,2015,4.74,16.46,50102,Petrol,Individual,Manual,Second,26.6,1997,190.5,5
Maruti EcoSport,2008,1.35,7.53,139817,Petrol,Dealer,Manual,Second,23.3,1396,146.1,4
Volkswagen City,2015,4.01,19.01,98789,Diesel,Individual,Manual,First,18.6,1598,77.9,6
Hyundai Magnite,2013,3.84,18.72,31990,Petrol,Individual,Automatic,Second,21.2,2993,93.9,5
Maruti City,2016,2.92,14.46,96580,Diesel,Individual,Manual,First,23.5,1197,100.4,5
Hyundai XUV300,2014,2.87,19.8,83508,Diesel,Individual,Manual,Third,19.8,2184,169.9,5
Hyundai Innova,2018,8.63,21.73,32156,LPG,Individual,Manual,Second,12.3,1197,108.7,5
Volkswagen Polo,2006,2.04,22.99,118216,Diesel,Dealer,Manual,Second,25.1,2993,91.4,5
Mahindra Kwid,2019,5.93,20.94,115532,Petrol,Individual,Automatic,First,16.2,2179,102.7,7
Maruti Magnite,2013,1.36,12.14,106266,Diesel,Dealer,Manual,First,23.1,2179,81.2,6
Hyundai Swift,2013,1.39,6.7,53760,Petrol,Dealer,Manual,First,20.5,1598,182.0,5
Honda Innova,2020,5.39,11.82,76135,Petrol,Dealer,Manual,First,12.6,2179,135.9,5
Toyota EcoSport,2008,2.37,9.96,5576,Petrol,Dealer,Automatic,Second,27.8,2993,184.9,4
Honda Kwid,2007,1.66,6.41,13000,Diesel,Dealer,Manual,First,19.0,1598,117.3,5
Maruti Polo,2011,3.42,14.36,18767,Diesel,Dealer,Manual,Second,19.5,1199,93.8,5
Maruti Polo,2006,1.81,14.97,56753,Petrol,Individual,Manual,First,19.2,1199,158.9,5
Maruti Polo,2009,3.6,16.18,53215,Diesel,Individual,Automatic,First,23.0,1598,110.5,5
Mahindra City,2017,2.64,9.43,88904,Petrol,Dealer,Manual,First,12.7,1199,138.0,5
Ford City,2006,0.78,8.18,88870,Diesel,Individual,Manual,First,13.7,1199,197.6,5
Hyundai Nexon,2019,6.99,18.66,87536,Petrol,Individual,Manual,First,20.7,2179,125.3,6
Maruti Innova,2009,2.7,16.55,64278,Petrol,Individual,Manual,First,26.6,2993,131.9,5
Maruti i20,2010,2.0,14.84,46100,Petrol,Individual,Manual,Second,13.6,799,133.8,4
Toyota Magnite,2007,0.76,7.61,86115,Petrol,Individual,Manual,Second,16.8,998,168.4,5
Tata Swift,2014,1.58,14.8,82658,Petrol,Dealer,Manual,Third,17.2,1396,164.1,5
Hyundai Swift,2008,2.64,8.71,9659,Petrol,Individual,Automatic,First,20.2,2179,114.6,7
Maruti XUV300,2016,2.58,12.44,64937,Petrol,Dealer,Automatic,Third,25.9,2993,151.4,5
Maruti City,2009,1.56,23.51,130220,Petrol,Individual,Manual,First,18.9,799,182.3,4
Renault Kwid,2018,2.31,7.17,117255,Diesel,Dealer,Automatic,First,15.9,1498,172.8,7
Maruti Nexon,2013,2.56,23.58,146656,Diesel,Dealer,Manual,First,19.3,1396,160.5,4
Hyundai XUV300,2021,12.51,18.83,17746,LPG,Dealer,Manual,First,22.4,1598,188.3,7
Maruti XUV300,2012,1.64,16.84,121612,Diesel,Individual,Automatic,Second,25.3,799,53.8,8
Renault Nexon,2009,1.32,19.95,128393,Electric,Dealer,Manual,First,27.6,2179,60.7,4
Toyota Swift,2005,1.08,5.25,63451,LPG,Dealer,Automatic,Fourth & Above,26.6,1598,122.4,5
Hyundai XUV300,2013,0.5,3.68,43441,Diesel,Individual,Manual,Second,21.0,1498,88.8,7
Ford Polo,2012,3.38,16.73,22060,Petrol,Individual,Manual,Second,12.5,1396,72.6,6
Maruti EcoSport,2019,5.05,12.43,84369,Petrol,Individual,Manual,First,20.8,1396,74.5,5
Maruti Kwid,2006,3.79,18.63,17688,Petrol,Individual,Manual,Second,26.8,1498,195.9,4
Maruti Nexon,2016,7.25,22.75,22564,Petrol,Individual,Manual,Second,16.9,2184,197.3,6
Toyota Kwid,2009,4.04,24.83,64807,Diesel,Individual,Automatic,Fourth & Above,25.9,2184,71.8,7
Tata Kwid,2013,0.89,7.8,69367,Diesel,Individual,Automatic,First,18.9,1199,176.9,5
Maruti Innova,2014,0.92,16.17,100957,Diesel,Dealer,Manual,Second,14.1,1997,56.3,4
Maruti Magnite,2012,0.73,5.14,92824,Petrol,Individual,Automatic,Second,16.9,2179,88.9,6
Maruti i20,2009,1.22,3.69,39058,CNG,Dealer,Automatic,First,19.7,1199,111.2,5
Mahindra i20,2014,3.86,24.16,63986,Diesel,Individual,Manual,Second,23.6,1199,52.0,8
Maruti EcoSport,2011,2.07,12.05,81574,Diesel,Dealer,Manual,First,16.4,998,169.0,5
Ford EcoSport,2010,0.5,8.86,130154,Diesel,Individual,Manual,Fourth & Above,21.8,1997,67.3,7
Hyundai Kwid,2012,1.82,20.03,114914,Petrol,Individual,Automatic,Second,22.9,799,171.7,5
Maruti Swift,2013,1.07,3.74,40126,Petrol,Dealer,Manual,First,14.3,1199,82.3,7
Honda EcoSport,2016,4.57,12.07,53603,Diesel,Dealer,Automatic,First,16.9,2179,156.3,5
Tata i20,2020,8.59,17.01,57268,Petrol,Individual,Manual,First,19.6,1498,140.8,7
Honda City,2017,5.33,16.07,52188,Diesel,Dealer,Manual,Second,23.5,2993,54.2,5
Honda Innova,2018,1.75,5.44,114608,Petrol,Individual,Manual,First,19.3,2184,171.6,4
Maruti EcoSport,2013,2.2,17.25,119009,Petrol,Dealer,Automatic,Third,25.1,998,153.5,4
Maruti Nexon,2006,3.24,21.38,63022,Diesel,Individual,Automatic,Third,17.3,1498,77.1,5
Maruti EcoSport,2012,1.2,14.33,140593,Petrol,Dealer,Manual,First,27.7,2993,189.8,7
Hyundai Nexon,2015,1.14,4.93,76466,Diesel,Dealer,Automatic,Second,20.8,1197,138.6,5
Honda i20,2020,1.42,3.22,70234,Petrol,Individual,Automatic,First,13.5,799,96.8,5
Maruti Kwid,2017,8.82,20.75,45653,Petrol,Individual,Automatic,First,17.2,1997,162.9,4
Volkswagen Nexon,2014,1.82,13.71,144559,Diesel,Individual,Manual,First,27.4,1197,97.2,5
Nissan Innova,2019,5.96,11.67,26574,CNG,Individual,Manual,First,22.6,1498,52.0,5
Maruti XUV300,2009,0.59,10.31,116683,Diesel,Dealer,Manual,Second,28.0,2184,133.6,5
Toyota EcoSport,2005,0.81,16.25,111966,Petrol,Individual,Manual,First,26.0,1197,52.8,5
Mahindra i20,2010,3.71,24.96,72961,Diesel,Dealer,Manual,Second,13.1,2179,92.5,7
Hyundai Swift,2019,4.67,8.82,39173,CNG,Dealer,Automatic,First,21.0,1396,157.7,5
Hyundai City,2009,0.78,3.95,55324,LPG,Individual,Automatic,First,22.2,2179,177.2,6
Hyundai XUV300,2014,0.91,5.08,135323,Diesel,Individual,Manual,Fourth & Above,26.3,1396,185.1,5
Maruti Swift,2013,1.66,6.07,57680,Petrol,Individual,Automatic,First,19.8,1197,81.9,5
Renault Kwid,2019,12.35,22.13,37259,Diesel,Individual,Manual,First,16.3,1598,156.9,5
Mahindra Swift,2009,4.04,24.18,49449,Petrol,Individual,Manual,First,20.6,1997,65.6,6
Toyota EcoSport,2018,3.2,5.94,39096,Petrol,Dealer,Automatic,First,26.2,799,177.5,5
Maruti i20,2008,0.65,3.55,13136,CNG,Individual,Manual,First,27.7,2184,53.1,5
Hyundai Swift,2019,6.81,17.63,24268,Diesel,Dealer,Manual,Fourth & Above,23.8,998,166.9,6
Renault EcoSport,2009,5.08,22.91,62596,Diesel,Dealer,Automatic,First,26.2,2179,170.0,5
Ford Magnite,2007,1.58,6.76,27451,Petrol,Individual,Manual,First,27.0,1997,179.5,4
Maruti Magnite,2019,10.15,17.15,17374,Diesel,Individual,Manual,First,21.9,1396,180.0,5
Maruti Swift,2015,4.49,18.98,60330,Diesel,Individual,Automatic,Second,26.2,1498,126.1,6
Tata Polo,2020,4.55,12.69,63812,Petrol,Individual,Manual,Second,15.5,2184,76.3,5
Maruti City,2013,2.43,16.36,92332,Diesel,Dealer,Manual,Second,12.9,1197,109.5,5
Ford Swift,2020,11.43,24.61,90953,Diesel,Individual,Automatic,First,24.7,1498,77.5,5
Maruti Magnite,2021,4.9,15.72,128825,Petrol,Individual,Manual,First,20.5,1598,180.1,6
Volkswagen Kwid,2017,9.47,22.14,57632,Petrol,Individual,Automatic,First,17.7,998,52.4,5
Maruti Kwid,2013,2.52,15.56,118732,Petrol,Individual,Manual,First,22.0,2184,138.6,5
Honda Kwid,2007,4.33,16.71,26645,Petrol,Individual,Manual,First,20.0,1396,97.9,5
Maruti Innova,2009,2.28,18.86,78749,Diesel,Individual,Manual,Second,13.4,1997,51.5,8
Maruti EcoSport,2015,1.13,4.3,63336,CNG,Individual,Manual,Second,20.6,998,82.6,6
Mahindra Swift,2005,1.29,4.79,41492,Petrol,Individual,Automatic,First,21.9,2179,93.3,5
Maruti Kwid,2020,10.1,23.45,18587,Petrol,Dealer,Manual,Fourth & Above,20.3,1197,163.3,4
Maruti XUV300,2015,5.48,16.22,17568,Diesel,Individual,Manual,First,19.2,1197,166.8,5
Maruti EcoSport,2013,0.91,3.19,59822,Electric,Dealer,Automatic,First,19.0,1498,175.8,8
Hyundai Polo,2005,1.52,15.04,96331,Diesel,Individual,Manual,Second,18.4,1396,109.4,5
Maruti Innova,2021,0.5,4.06,121338,Petrol,Individual,Manual,First,26.8,1396,59.5,5
Renault Magnite,2021,5.8,14.58,83372,Diesel,Individual,Manual,Second,15.1,1199,124.2,5
Hyundai EcoSport,2013,1.24,14.51,127262,Petrol,Individual,Manual,Second,16.0,1199,138.6,5
Toyota Polo,2005,0.5,5.68,44826,Petrol,Individual,Manual,First,22.7,1498,155.3,5
Hyundai i20,2005,1.57,6.54,140038,Diesel,Individual,Manual,Second,17.6,1199,105.7,5
Honda Innova,2015,5.9,14.28,19735,CNG,Dealer,Automatic,First,13.0,1598,120.7,5
Tata Polo,2006,1.22,9.62,74245,Diesel,Individual,Manual,First,18.2,2179,83.3,5
Volkswagen Polo,2017,8.2,20.42,59756,Diesel,Individual,Manual,First,20.5,1396,54.4,5
Mahindra City,2006,0.5,6.98,137139,Diesel,Individual,Manual,Third,17.5,1396,67.4,5
Maruti Magnite,2009,4.08,19.68,62852,Diesel,Individual,Automatic,First,27.9,799,129.9,5
Maruti XUV300,2016,3.42,17.4,125618,Petrol,Dealer,Manual,First,20.3,1598,178.7,5
Ford Magnite,2016,0.5,3.91,91742,Petrol,Individual,Manual,First,15.8,2993,154.3,5
Maruti Swift,2021,8.62,15.9,61862,Diesel,Dealer,Manual,First,23.7,799,176.3,5
Tata Nexon,2017,4.69,23.75,118838,Petrol,Individual,Manual,First,26.4,1197,196.3,5
Mahindra Polo,2019,2.41,10.36,121740,Petrol,Individual,Automatic,First,25.1,1199,91.3,5
Hyundai Swift,2018,7.27,15.11,17519,Diesel,Individual,Automatic,Second,26.5,1498,91.8,5
Maruti Magnite,2008,4.16,24.16,24884,LPG,Individual,Automatic,Third,22.9,799,155.2,5
Maruti Magnite,2017,1.23,5.15,118021,Petrol,Dealer,Automatic,First,15.1,1598,123.1,5
Ford Nexon,2017,3.84,9.65,18302,Diesel,Individual,Manual,First,17.6,1197,175.8,5
Honda EcoSport,2016,3.45,13.3,67674,Diesel,Dealer,Manual,Second,22.1,1197,117.9,5
Hyundai Nexon,2007,2.95,15.61,49511,Diesel,Individual,Manual,Second,19.9,2993,90.8,6
Hyundai Magnite,2010,3.91,20.66,55022,Petrol,Dealer,Manual,First,15.6,1199,138.8,5
Maruti Swift,2017,3.98,15.87,106277,LPG,Individual,Manual,Second,24.8,1997,148.8,5
Maruti Innova,2013,1.44,8.78,13634,Petrol,Individual,Manual,First,21.7,1396,138.0,5
Toyota i20,2011,2.8,21.8,94338,Diesel,Individual,Manual,First,27.0,2993,180.6,5
Hyundai City,2014,4.17,10.43,34811,Petrol,Individual,Manual,First,14.6,799,117.0,7
Hyundai Magnite,2020,1.63,12.35,139702,Petrol,Individual,Automatic,Third,24.8,1199,55.1,6
Maruti Nexon,2015,5.42,22.75,48369,Petrol,Individual,Manual,Second,26.8,998,184.7,5
Maruti Innova,2019,4.03,14.01,137599,Petrol,Dealer,Automatic,First,17.6,998,96.2,5
Maruti Nexon,2014,7.41,23.23,11626,Diesel,Individual,Manual,First,21.4,2179,61.7,5
Honda EcoSport,2005,0.79,14.83,119455,Petrol,Individual,Manual,First,23.2,998,68.9,5
Hyundai Magnite,2017,2.08,13.3,142660,Petrol,Individual,Manual,First,15.6,799,124.4,6
Renault Swift,2019,4.01,10.62,87841,Diesel,Dealer,Manual,First,26.8,998,115.3,5
Maruti Magnite,2014,1.7,8.06,6144,Petrol,Dealer,Manual,First,13.0,1396,53.1,5
Renault EcoSport,2020,2.17,9.92,136123,Diesel,Individual,Automatic,First,23.8,998,155.9,5
Maruti Kwid,2019,6.98,21.0,97476,Diesel,Dealer,Manual,First,18.7,1197,56.7,6
Maruti Swift,2021,4.75,20.53,135560,Petrol,Individual,Manual,Third,23.3,1396,62.8,5
Volkswagen Swift,2007,1.98,12.32,88636,Diesel,Individual,Manual,First,24.6,1598,66.1,6
Maruti Magnite,2021,6.45,15.1,64199,Diesel,Individual,Manual,Third,20.7,1997,157.4,5
Volkswagen Kwid,2018,2.35,8.56,137955,Electric,Individual,Automatic,First,17.0,1498,173.5,6
Tata Innova,2008,1.71,8.61,78497,Diesel,Dealer,Automatic,Second,14.9,1997,103.1,5
Hyundai Innova,2015,1.9,8.25,129858,Petrol,Individual,Manual,First,22.0,1997,194.9,5
Maruti i20,2005,0.65,7.3,140097,Diesel,Dealer,Manual,First,23.9,2993,185.0,6
Maruti Magnite,2005,1.38,14.03,117569,Petrol,Individual,Manual,First,18.2,1396,119.0,5
Maruti EcoSport,2020,10.66,22.12,77009,Diesel,Individual,Automatic,First,19.0,998,117.6,5
Hyundai Kwid,2017,11.55,23.25,23328,Diesel,Dealer,Manual,First,17.0,799,56.0,7
Tata XUV300,2008,1.31,8.44,23228,Petrol,Individual,Manual,Fourth & Above,25.3,1396,78.6,5
Maruti City,2005,0.83,5.88,65528,Petrol,Individual,Manual,First,18.6,1396,59.4,5
Maruti Kwid,2012,2.14,23.15,136460,Petrol,Dealer,Manual,First,13.2,2179,52.2,6
Hyundai Polo,2011,2.84,15.68,58482,Petrol,Individual,Manual,First,20.2,2993,82.2,5
Toyota i20,2010,5.39,23.77,24870,Petrol,Individual,Manual,First,16.5,1997,154.2,5
Maruti i20,2021,5.93,22.33,120625,Diesel,Individual,Manual,Second,13.8,1498,76.3,5
Hyundai City,2019,2.86,19.97,118417,Petrol,Individual,Manual,Fourth & Above,21.3,1598,172.0,5
Nissan XUV300,2019,3.79,9.72,70881,Diesel,Individual,Automatic,Third,21.6,799,177.3,5
Honda EcoSport,2018,4.58,11.67,18015,Petrol,Individual,Manual,Third,23.4,1498,101.0,7
Ford EcoSport,2018,1.93,8.59,136275,Petrol,Individual,Automatic,Fourth & Above,27.2,2184,164.5,5
Ford EcoSport,2013,0.5,7.74,137744,Petrol,Dealer,Manual,First,27.7,1197,143.3,5
Maruti Magnite,2019,7.51,15.91,73774,Petrol,Dealer,Manual,First,24.0,799,78.6,5
Tata Magnite,2017,3.98,14.7,128374,Petrol,Individual,Automatic,First,25.9,1598,118.4,7
Volkswagen Kwid,2013,2.87,9.16,43635,Petrol,Dealer,Manual,Second,20.0,1498,194.1,7
Maruti EcoSport,2010,3.35,18.99,96796,Diesel,Individual,Manual,First,24.7,2993,197.6,5
Toyota EcoSport,2007,3.29,10.38,27466,Diesel,Individual,Manual,First,24.2,1396,116.1,5
Maruti Innova,2019,6.23,15.13,6676,Petrol,Individual,Manual,Third,25.1,2184,83.5,5
Hyundai Swift,2012,3.94,24.65,59654,Diesel,Individual,Automatic,Fourth & Above,21.4,1199,88.7,5
Honda City,2021,12.87,22.25,58165,Petrol,Individual,Manual,First,12.5,1498,64.3,4
Hyundai EcoSport,2009,0.71,8.04,84584,Petrol,Individual,Automatic,Fourth & Above,27.0,2993,109.9,6
Maruti Swift,2007,0.89,15.14,105196,Petrol,Individual,Manual,Fourth & Above,15.5,2184,197.4,7
Renault i20,2012,1.97,10.7,81479,Electric,Dealer,Manual,First,15.6,1199,127.2,6
Maruti i20,2006,5.57,22.39,9418,Diesel,Dealer,Automatic,Second,19.9,1396,110.6,5
Hyundai EcoSport,2018,10.98,17.84,14839,Diesel,Dealer,Automatic,First,18.8,998,118.2,5
Ford Swift,2015,1.62,20.32,149446,Diesel,Individual,Manual,Third,18.3,2179,71.2,5
Toyota EcoSport,2010,3.66,15.76,27970,Diesel,Individual,Manual,First,24.8,1598,155.9,5
Maruti Polo,2015,3.69,14.96,48702,Diesel,Individual,Manual,First,16.7,1197,129.4,6
Volkswagen Innova,2017,4.94,15.72,70708,Diesel,Individual,Automatic,Second,18.7,2184,121.0,5
Hyundai City,2009,2.02,22.82,115827,Electric,Individual,Automatic,Fourth & Above,12.1,1598,61.3,7
Hyundai Kwid,2014,1.49,18.01,104306,Petrol,Dealer,Manual,Fourth & Above,25.3,1396,53.5,5
Toyota Magnite,2013,2.56,10.23,43921,Petrol,Individual,Manual,First,22.8,1498,152.9,7
Volkswagen Swift,2021,3.32,12.11,118547,Petrol,Dealer,Manual,Second,19.2,2993,92.8,4
Toyota City,2011,2.75,14.91,91951,Petrol,Individual,Manual,First,14.4,2993,64.2,5
Hyundai EcoSport,2012,1.84,13.36,90066,CNG,Dealer,Manual,First,24.0,2179,130.3,8
Hyundai Kwid,2008,3.53,16.95,40215,Diesel,Dealer,Automatic,First,15.0,2184,74.3,5
Hyundai Swift,2014,5.88,21.02,34237,Petrol,Dealer,Manual,First,21.3,1396,65.5,5
Maruti Magnite,2017,3.0,15.29,139678,Diesel,Individual,Manual,First,16.8,2184,147.7,8
Honda Polo,2007,1.93,5.81,21944,Diesel,Individual,Manual,First,18.7,2184,64.1,5
Hyundai City,2017,6.84,24.93,59058,Petrol,Individual,Manual,Third,23.3,2184,183.0,5
Renault City,2019,1.3,3.2,142312,Diesel,Individual,Automatic,First,24.9,1199,132.3,5
Maruti Innova,2014,2.38,12.03,82684,Petrol,Dealer,Manual,First,14.2,998,174.4,7
Maruti Innova,2019,5.88,12.56,66262,Petrol,Individual,Manual,First,20.9,1997,181.4,7
Maruti XUV300,2014,1.79,10.12,93215,Petrol,Individual,Manual,First,15.6,2184,82.3,5
Tata EcoSport,2019,4.08,8.38,35472,Petrol,Dealer,Manual,First,16.5,1498,62.7,6
Maruti XUV300,2012,3.09,24.22,133428,Diesel,Dealer,Manual,First,25.5,1498,90.4,7
Maruti Innova,2013,1.4,9.08,43343,Diesel,Individual,Automatic,Third,13.6,1197,169.5,5
Volkswagen i20,2017,0.5,3.67,146295,Petrol,Dealer,Manual,Second,25.8,799,67.0,5
Honda Polo,2016,3.0,14.35,127211,Petrol,Individual,Manual,First,23.9,1197,198.7,5
Maruti i20,2019,12.08,20.27,27584,Petrol,Individual,Automatic,First,16.4,2993,104.8,5
Maruti Swift,2012,3.35,24.94,137915,Diesel,Individual,Automatic,First,17.0,1396,168.2,5
Hyundai Polo,2017,7.9,13.53,7932,Diesel,Individual,Automatic,First,15.0,2184,153.3,5
Hyundai Innova,2007,2.13,15.05,17135,Diesel,Dealer,Manual,Third,14.0,1997,51.9,7
Maruti Nexon,2010,3.36,18.96,18908,CNG,Individual,Manual,Second,16.9,1396,64.1,5
Honda Polo,2006,1.15,12.07,143485,Petrol,Individual,Manual,First,24.6,1199,89.9,4
Maruti XUV300,2021,8.3,19.54,106666,Petrol,Individual,Automatic,Second,23.5,799,68.3,5
Tata Nexon,2017,4.35,17.99,94543,Petrol,Individual,Automatic,Second,24.3,2184,87.5,4
Ford Innova,2009,2.54,22.68,30099,Petrol,Individual,Automatic,Third,17.4,1598,158.9,6
Renault i20,2011,2.12,11.65,21819,Petrol,Dealer,Manual,Second,12.8,1997,196.3,5
Hyundai Kwid,2014,4.8,21.73,25378,Petrol,Dealer,Manual,Third,17.1,1396,157.3,6
Renault Magnite,2007,1.36,6.69,20451,Petrol,Dealer,Manual,First,16.9,2993,188.3,5
Maruti EcoSport,2010,5.68,24.57,54914,Diesel,Individual,Manual,First,19.3,1396,66.0,6
Mahindra Kwid,2005,5.37,23.36,23953,Petrol,Individual,Manual,First,22.2,1197,57.1,5
Volkswagen City,2015,0.53,8.67,139191,Petrol,Individual,Manual,Second,19.8,1199,69.9,8
Maruti Magnite,2020,10.16,23.58,81695,Diesel,Individual,Manual,First,22.3,1498,124.8,5
Hyundai City,2012,0.99,4.28,104689,Petrol,Individual,Automatic,Second,26.5,1197,122.5,7
Maruti i20,2010,0.5,5.14,100526,Diesel,Individual,Manual,Third,26.4,1396,70.4,5
Ford City,2005,1.99,19.36,127670,Diesel,Individual,Manual,First,24.8,799,131.5,8
Maruti Nexon,2014,2.05,14.89,130456,Diesel,Individual,Automatic,First,14.7,1197,68.5,5
Tata Innova,2021,3.53,4.75,25931,Petrol,Individual,Manual,First,16.5,1199,92.0,5
Nissan i20,2016,0.97,6.37,117898,Diesel,Dealer,Automatic,First,14.2,1997,132.2,4
Maruti Kwid,2008,2.29,13.78,72561,Petrol,Individual,Manual,First,25.1,1598,144.6,5
Hyundai i20,2006,3.22,19.28,92327,Diesel,Individual,Manual,First,20.3,2184,126.8,4
Volkswagen Nexon,2005,2.07,10.89,63277,Diesel,Dealer,Manual,First,16.6,1498,77.4,5
Maruti Polo,2005,4.66,24.93,69618,Diesel,Dealer,Automatic,First,16.3,1396,52.2,4
Nissan i20,2005,1.49,14.27,139644,Petrol,Individual,Manual,First,25.6,1396,188.2,7
Renault Magnite,2016,2.86,5.66,8088,Petrol,Individual,Manual,Second,25.4,2184,148.1,5
Mahindra i20,2006,0.67,6.4,141361,Petrol,Individual,Manual,Second,21.9,1199,97.9,5
Maruti Swift,2018,11.4,23.0,35897,Diesel,Dealer,Automatic,Second,27.9,2993,112.3,4
Volkswagen City,2011,0.53,4.13,16204,Diesel,Individual,Manual,Fourth & Above,25.9,2184,112.5,5
Maruti Swift,2018,9.02,19.23,26576,CNG,Individual,Manual,First,13.6,1598,165.3,5
Hyundai City,2007,2.22,12.55,28161,Diesel,Dealer,Manual,Second,15.9,1498,70.2,5
Renault XUV300,2013,1.23,8.89,73712,Petrol,Individual,Manual,First,22.2,1199,128.7,5
Maruti City,2014,3.04,15.89,64823,Diesel,Individual,Automatic,Third,14.6,799,146.3,6
Volkswagen Swift,2015,1.09,4.14,79060,Petrol,Individual,Manual,Second,19.6,1598,130.5,5
Ford Magnite,2009,2.48,19.0,146820,Petrol,Individual,Automatic,First,26.6,1197,126.3,5
Maruti i20,2015,3.61,22.81,128362,Diesel,Individual,Manual,Second,20.6,2184,138.2,5
Maruti Innova,2013,2.66,23.52,40306,Petrol,Dealer,Manual,Fourth & Above,12.1,1498,79.2,8
Hyundai Innova,2007,2.19,16.24,113538,Diesel,Dealer,Manual,First,21.6,2184,105.8,5
Hyundai Swift,2014,1.48,11.86,67358,Petrol,Dealer,Manual,Second,24.8,1498,150.2,8
